country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,7.30,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,10.40,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,14.80,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,19.60,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,22.10,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,30.10,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,35.00,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,36.00,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,41.10,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,46.10,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,48.40,Female,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,5.30,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,8.10,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,10.60,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,13.90,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,19.80,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,24.60,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,30.30,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,36.60,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,44.20,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,52.70,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,61.20,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,68.80,Male,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,5.10,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,7.70,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,10.50,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,14.40,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,19.70,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,23.40,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,30.20,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,35.80,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,40.10,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,46.90,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,53.70,Total,,%,,,,10 to 19 years old
China,CN,CHN,156,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,58.60,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,10.90,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,12.80,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,15.70,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,18.90,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,22.20,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,26.30,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,29.10,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,31.30,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,30.40,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,32.40,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,41.20,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,48.90,Female,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,6.40,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,7.70,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,10.00,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,12.00,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,13.70,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,15.80,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,17.90,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,19.60,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,18.80,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,20.00,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,26.70,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,31.70,Male,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,8.00,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,9.50,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,11.90,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,14.30,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,16.50,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,19.20,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,21.40,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,23.30,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,22.40,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,23.80,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,31.10,Total,,%,,,,10 to 19 years old
Colombia,CO,COL,170,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,36.90,Total,,%,,,,10 to 19 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,10,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,11,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,12,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,12,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,13,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Congo,CG,COG,178,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,18,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,47,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,44,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,41,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,41,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,40,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,42,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,43,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,46,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,25,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,28,Total,Units,%,Estimated value,Free,,Under 15 years old
Costa Rica,CR,CRI,188,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,26,Total,Units,%,Estimated value,Free,,Under 15 years old
